ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_AREA_UBICACION,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL
1,20,4,1,1,0,1,45,120,0,47,44,42,39,44.0,215
1,15,2,1,1,1,1,15,45,0,42,51,52,36,56.0,230
1,2,3,1,0,1,1,15,15,0,35,32,42,42,39.0,189
0,15,4,1,1,1,1,15,180,0,72,71,67,60,61.0,335
0,15,2,1,1,1,1,15,120,0,60,58,58,53,47.0,282
1,4,2,0,1,0,0,120,120,0,63,65,63,69,60.0,323
1,4,2,0,0,0,0,0,15,0,37,38,31,26,37.0,167
1,28,2,1,1,1,1,0,120,0,66,55,62,54,36.0,287
0,5,2,1,1,1,1,120,120,0,67,68,64,63,72.0,330
1,15,1,0,1,0,1,15,45,0,52,50,43,55,42.0,247
1,15,2,1,1,1,0,15,120,0,52,53,43,34,50.0,229
1,6,2,1,0,1,1,0,45,0,38,41,29,27,42.0,172
1,4,4,1,1,0,2,45,45,0,39,50,46,40,42.0,218
1,9,2,1,1,1,1,15,180,0,75,54,68,64,56.0,323
1,12,1,0,0,0,0,0,120,0,39,49,53,33,47.0,219
1,11,1,0,1,0,1,15,45,1,55,52,47,49,47.0,252
0,15,3,1,1,1,2,15,180,0,46,31,30,33,30.0,173
1,5,1,1,0,1,1,15,45,0,36,34,41,44,42.0,195
1,15,2,1,1,0,1,45,120,0,52,37,43,43,49.0,221
0,2,2,1,1,1,1,45,45,0,70,56,57,60,48.0,299
0,24,1,0,0,0,1,120,0,1,34,38,37,37,43.0,185
1,30,2,1,1,1,1,45,180,0,72,61,69,61,72.0,331
1,24,1,0,1,1,1,15,15,1,54,53,52,51,48.0,261
1,31,1,1,1,0,1,15,120,0,53,63,58,45,45.0,270
1,2,1,0,1,1,1,45,120,1,47,33,46,41,33.0,205
0,2,2,1,1,1,1,45,180,0,66,71,66,61,75.0,333
1,15,3,1,1,1,1,0,15,0,53,68,55,46,62.0,280
0,15,4,1,1,1,1,45,120,0,56,50,60,53,60.0,276
0,28,2,0,1,0,2,15,120,0,45,39,36,40,39.0,200
0,30,1,0,1,1,2,15,45,1,39,48,42,42,34.0,210
0,28,2,1,1,1,1,45,120,0,55,56,58,48,59.0,273
1,28,1,1,0,1,1,45,120,0,49,37,51,40,49.0,223
0,29,1,0,1,0,1,15,45,0,44,30,37,31,35.0,177
0,4,2,1,1,1,0,90,45,0,66,66,68,65,77.0,335
0,10,3,1,1,0,1,0,15,1,41,26,29,32,34.0,161
1,29,2,1,1,1,1,90,180,0,70,70,77,62,80.0,353
1,28,1,1,0,0,0,120,15,1,61,66,58,70,54.0,315
1,20,6,0,0,0,1,45,15,1,35,24,31,30,39.0,153
0,5,1,0,1,0,1,15,15,0,44,52,45,43,42.0,228
1,29,2,1,1,1,1,45,120,0,57,54,69,65,61.0,306
1,14,3,1,1,1,2,0,45,0,57,47,55,50,49.0,260
1,2,6,1,1,1,2,0,180,0,50,49,55,59,64.0,270
0,14,3,0,1,1,1,90,180,0,44,52,51,41,42.0,233
1,15,2,1,1,1,1,45,180,0,56,44,47,41,50.0,236
0,18,1,0,0,1,1,15,120,1,36,40,40,31,52.0,190
1,10,2,1,1,1,1,45,180,0,65,67,60,55,58.0,307
0,8,2,0,1,1,1,15,15,0,45,38,44,42,34.0,208
0,31,2,1,1,1,1,45,120,0,74,68,57,60,57.0,321
1,18,2,1,1,1,2,15,45,0,39,37,37,28,33.0,175
1,7,3,1,1,1,1,90,120,0,49,57,60,40,53.0,258
1,4,1,1,1,1,1,90,45,0,68,56,69,64,68.0,323
0,9,3,0,1,0,1,45,45,0,48,47,42,40,44.0,221
1,13,1,0,1,1,1,0,15,0,59,61,69,61,64.0,313
0,31,3,1,1,1,1,0,120,0,52,43,38,45,48.0,224
1,13,3,1,1,1,2,15,180,0,33,37,49,29,51.0,190
0,14,1,0,1,0,1,45,0,1,45,32,41,35,37.0,191
1,15,3,1,0,1,1,90,120,0,67,56,55,62,69.0,303
1,4,0,1,1,1,1,15,45,0,46,46,38,46,41.0,219
0,19,2,1,1,1,1,15,15,0,56,53,54,54,55.0,272
0,15,3,0,1,0,1,0,15,0,33,31,32,32,35.0,161
1,31,3,1,1,1,1,0,120,1,51,48,45,45,56.0,240
0,15,2,1,1,1,2,45,180,0,42,50,53,42,42.0,232
0,28,2,1,1,1,1,15,120,0,52,44,42,37,48.0,220
0,2,3,1,1,1,1,45,180,0,61,60,60,61,67.0,305
1,30,2,1,1,1,1,15,120,0,56,56,60,50,58.0,278
0,19,0,0,0,0,1,120,45,0,40,33,36,39,42.0,187
0,7,3,1,1,1,1,15,180,0,63,60,63,66,73.0,319
0,14,3,1,1,1,1,15,45,0,53,52,50,47,46.0,251
1,11,3,1,1,0,2,45,45,1,39,23,37,29,35.0,161
1,15,3,1,1,1,1,0,120,0,72,80,73,74,65.0,370
0,27,2,1,1,1,2,15,15,1,32,39,36,39,58.0,191
0,5,2,0,1,0,1,0,45,0,49,45,48,46,51.0,237
0,15,3,1,1,1,1,15,120,0,61,58,60,55,68.0,296
0,6,3,0,0,1,1,45,45,0,74,59,60,57,63.0,313
0,30,2,0,1,1,1,15,120,0,49,41,45,55,46.0,237
1,14,3,1,1,1,1,0,180,1,63,68,65,66,56.0,324
0,14,2,1,1,1,1,45,45,0,52,54,53,47,54.0,258
1,15,3,1,1,1,1,45,180,0,46,43,48,47,63.0,237
0,31,2,1,0,1,1,45,180,0,59,55,57,61,55.0,289
1,11,1,0,0,0,1,0,15,0,38,43,34,37,37.0,190
1,2,1,0,0,0,2,15,0,1,46,38,36,42,32.0,199
1,18,1,0,0,0,2,45,45,1,49,35,44,38,42.0,208
1,29,2,1,1,1,1,15,45,0,40,56,50,30,39.0,218
1,8,1,0,1,0,1,90,15,0,54,60,56,51,49.0,274
0,2,1,1,1,1,2,120,180,0,42,30,38,34,30.0,178
0,7,2,0,0,0,1,45,15,0,61,72,62,57,48.0,309
1,31,2,1,1,1,1,0,45,0,51,50,58,43,53.0,253
0,2,2,1,1,1,1,45,45,0,59,47,59,61,55.0,282
1,15,2,1,1,0,1,45,180,0,63,57,67,63,74.0,317
1,4,1,1,0,1,2,15,180,0,35,34,38,37,36.0,180
0,8,1,1,1,1,1,15,45,0,48,60,42,44,47.0,242
0,6,1,0,1,0,1,90,45,0,55,58,53,66,44.0,285
0,14,2,1,1,1,2,15,45,0,49,54,39,46,42.0,233
0,7,2,0,1,1,1,45,15,1,44,48,45,39,35.0,217
0,31,3,1,1,0,0,15,180,0,53,49,31,36,49.0,214
1,2,2,1,1,1,1,120,180,0,67,45,57,59,62.0,287
0,11,0,0,1,0,0,45,15,1,57,49,50,59,57.0,270
1,22,1,0,1,0,1,15,45,1,42,42,39,43,50.0,211
1,5,2,1,1,1,1,45,120,0,53,59,58,42,62.0,268
1,15,1,1,1,1,0,15,120,0,62,59,42,62,52.0,280
0,13,0,0,0,0,1,120,45,1,39,31,38,46,43.0,194
0,24,1,0,1,0,0,45,0,0,53,45,42,43,45.0,228
1,8,2,1,1,1,1,45,120,0,68,73,67,76,69.0,354
1,30,1,1,1,0,2,45,180,0,37,44,52,38,46.0,215
0,7,6,1,1,1,1,15,45,0,75,62,59,70,66.0,332
1,21,3,1,1,0,2,45,180,0,52,49,52,41,54.0,245
0,30,1,1,1,1,1,45,180,0,59,64,58,55,50.0,292
0,2,3,1,1,1,1,45,120,0,58,69,72,67,73.0,335
0,31,2,0,0,1,1,90,120,0,55,47,59,53,57.0,269
0,15,1,0,0,0,1,15,15,0,50,58,49,43,36.0,245
0,2,2,1,1,1,1,45,0,0,36,31,40,39,37.0,183
1,14,1,0,0,0,2,15,180,0,46,49,41,37,52.0,220
1,23,1,1,1,1,0,0,15,0,61,70,56,61,50.0,305
0,18,2,1,1,1,1,45,120,0,57,72,68,62,71.0,326
1,28,1,1,1,1,1,45,120,0,50,61,45,43,52.0,250
0,6,1,0,1,0,1,15,45,0,65,62,62,57,57.0,306
0,23,1,1,1,0,1,90,180,0,62,61,57,66,51.0,303
1,15,3,1,1,1,2,45,120,0,52,59,45,52,49.0,259
0,28,4,1,1,1,2,45,45,0,56,52,61,53,79.0,287
1,21,2,1,1,1,2,15,120,0,48,50,42,36,48.0,222
1,6,1,0,1,0,1,15,0,0,50,64,55,47,57.0,271
1,20,3,1,1,1,2,15,45,0,66,70,65,69,66.0,337
0,2,2,1,1,1,1,45,180,0,62,51,58,63,54.0,291
0,15,2,0,1,0,0,15,45,0,48,42,34,43,48.0,211
1,2,5,1,1,1,1,90,15,0,64,48,37,39,63.0,241
1,23,2,1,1,1,1,15,45,0,65,50,59,61,74.0,300
1,15,1,1,1,1,2,45,120,0,67,55,58,63,63.0,305
0,2,2,0,0,0,0,45,15,1,53,54,53,58,51.0,271
0,11,3,0,0,0,1,90,0,0,56,33,48,48,55.0,235
1,15,1,1,1,1,2,45,120,0,54,56,56,56,59.0,279
0,11,1,1,1,1,2,45,45,0,51,32,49,42,46.0,218
1,4,1,0,1,0,1,0,180,0,56,54,57,63,44.0,282
0,19,2,1,1,1,1,45,15,0,60,65,58,58,62.0,302
0,5,0,0,1,0,1,15,15,1,52,48,43,26,36.0,209
0,15,3,1,1,1,1,0,180,0,64,65,61,65,64.0,319
0,10,2,1,1,1,1,90,120,0,61,70,65,50,67.0,310
1,15,1,1,1,0,1,45,120,0,60,48,62,52,53.0,277
0,15,3,1,1,1,1,15,120,0,52,50,51,52,54.0,257
0,15,3,1,1,1,1,90,180,0,62,61,55,56,56.0,292
0,2,3,1,1,1,0,15,45,0,52,44,37,40,50.0,219
0,2,3,1,1,0,1,0,45,0,47,57,47,36,51.0,235
1,20,1,0,0,0,1,15,15,0,38,38,35,43,38.0,192
1,14,3,1,1,1,1,45,120,0,55,56,50,51,58.0,267
0,29,1,0,0,0,1,15,45,0,42,44,48,38,36.0,212
1,7,2,1,1,1,1,15,15,0,58,46,42,55,50.0,251
0,19,1,0,0,0,1,90,120,0,39,39,39,32,44.0,189
0,11,1,0,0,0,0,0,0,0,44,34,47,37,45.0,204
1,1,0,0,1,0,0,15,0,1,63,49,55,60,42.0,278
0,9,2,1,1,1,1,45,45,0,41,41,48,44,46.0,218
1,15,2,1,1,1,2,120,180,0,61,64,63,64,80.0,322
1,25,3,1,1,1,1,0,45,0,42,61,37,44,50.0,232
1,28,3,1,1,1,1,15,120,0,66,67,66,66,75.0,335
1,10,3,0,1,0,2,0,15,0,44,43,44,26,47.0,199
0,12,1,1,1,1,1,0,180,0,46,39,39,42,42.0,208
0,15,2,1,1,1,1,15,45,0,37,52,42,36,38.0,207
1,15,2,1,1,1,2,15,120,0,54,49,59,54,59.0,272
0,18,1,0,1,1,1,15,45,1,46,38,41,41,50.0,211
1,15,2,1,1,0,0,0,180,0,58,74,66,71,63.0,335
0,13,2,0,1,0,1,15,15,0,44,39,45,33,43.0,202
0,6,2,0,0,1,1,15,45,0,50,51,44,37,39.0,225
1,11,1,0,0,0,1,15,45,0,58,64,59,51,55.0,289
0,31,1,0,0,1,1,15,15,0,37,40,32,31,26.0,172
0,6,1,0,0,0,0,45,0,0,44,52,46,41,49.0,230
1,30,2,0,0,0,1,15,15,1,50,54,53,45,49.0,252
1,15,3,1,1,1,1,15,180,0,54,55,61,55,66.0,285
0,15,1,1,1,1,1,15,45,0,57,39,49,49,54.0,245
1,15,4,1,1,1,1,0,120,0,63,65,61,66,65.0,319
1,14,2,1,1,0,2,0,45,1,52,52,56,60,54.0,275
0,6,3,1,1,1,1,15,15,0,61,69,66,68,62.0,328
0,10,0,0,0,0,1,15,15,0,47,43,34,42,37.0,206
1,14,2,1,1,1,1,0,45,0,52,63,60,53,57.0,285
1,31,2,1,1,1,1,15,45,0,53,65,56,42,47.0,267
0,14,1,0,0,0,1,15,0,0,41,38,32,33,39.0,181
0,21,3,0,1,0,2,0,120,0,42,36,42,30,37.0,187
1,22,1,0,1,0,1,15,15,0,43,47,37,37,37.0,203
1,15,4,1,1,1,1,0,180,0,59,61,62,57,48.0,294
0,15,1,1,1,1,2,15,120,0,58,52,44,45,51.0,249
0,12,0,0,0,0,1,45,0,0,27,32,32,26,47.0,153
1,4,2,1,1,0,2,0,45,0,58,49,42,47,56.0,248
1,30,2,0,1,0,2,15,45,0,48,48,52,48,34.0,239
0,6,2,0,0,0,1,45,120,0,51,55,43,46,49.0,244
1,11,1,0,1,0,2,0,15,1,37,39,34,40,36.0,187
1,19,0,1,1,1,1,0,120,0,42,44,35,35,28.0,191
1,29,2,1,0,0,1,15,120,0,61,71,70,74,73.0,347
1,5,1,0,0,0,1,0,15,1,38,32,30,37,42.0,174
1,31,3,1,1,1,1,0,180,0,49,58,53,46,45.0,255
0,15,3,1,1,1,1,45,120,0,62,59,70,56,73.0,313
1,31,2,1,1,0,0,15,120,0,61,49,51,61,62.0,280
1,21,3,1,1,1,2,0,45,0,50,59,52,47,57.0,262
1,4,2,1,1,1,1,15,180,0,46,52,43,45,49.0,233
1,31,1,0,1,0,1,45,15,0,65,60,67,66,61.0,321
1,29,1,0,1,0,1,15,120,0,56,57,59,62,71.0,297
1,6,2,1,1,1,0,15,45,0,51,63,50,38,57.0,255
0,15,3,1,1,1,1,15,45,0,53,58,54,54,54.0,273
0,14,3,1,1,1,1,0,45,0,52,39,50,39,47.0,226
0,30,2,0,1,0,1,45,15,1,60,57,42,51,58.0,265
1,7,2,1,1,0,1,15,180,0,49,48,50,43,56.0,241
0,21,2,1,1,1,1,90,120,0,65,65,63,62,69.0,321
0,15,3,1,1,1,2,120,180,0,57,73,70,60,72.0,328
1,31,2,1,1,1,2,15,120,0,48,43,40,34,45.0,208
0,22,1,0,1,0,1,15,15,0,40,51,45,35,51.0,217
1,28,1,0,1,0,1,15,45,0,41,48,42,28,39.0,198
1,22,1,0,0,0,1,15,45,1,62,71,63,62,53.0,318
0,19,3,1,1,0,2,0,180,0,43,36,37,33,30.0,183
0,15,2,0,1,1,0,45,120,0,60,48,51,57,49.0,268
1,15,2,1,1,1,1,0,120,0,50,53,50,41,55.0,245
0,10,3,1,0,1,2,0,45,0,40,41,41,47,47.0,213
1,31,0,0,0,0,1,90,120,1,47,46,39,36,42.0,210
0,22,2,0,1,0,1,15,15,0,38,36,35,19,44.0,165
1,4,3,1,1,1,1,90,120,0,44,33,38,39,35.0,191
1,23,4,1,1,1,1,45,180,0,57,64,56,47,63.0,283
1,28,2,1,1,1,1,45,120,0,51,53,46,66,51.0,269
0,15,3,1,1,1,1,90,120,0,65,62,68,53,62.0,310
0,4,1,0,1,0,2,0,45,0,47,42,36,32,49.0,200
1,31,1,0,0,0,0,45,45,1,32,29,33,37,42.0,167
1,28,2,1,1,1,1,90,45,1,63,61,53,70,68.0,311
1,15,3,1,1,1,2,15,180,0,65,64,49,52,54.0,286
1,15,4,1,0,1,0,45,180,0,63,69,67,58,46.0,314
1,2,0,0,0,0,0,45,15,0,42,33,40,30,42.0,183
1,4,3,1,1,1,2,45,120,0,75,82,100,79,82.0,419
0,4,3,0,1,1,1,45,45,0,35,46,44,41,45.0,209
1,10,1,0,0,0,2,45,120,1,39,33,32,38,43.0,180
0,26,1,0,1,0,1,45,15,0,49,48,44,42,45.0,228
1,2,3,0,1,0,1,15,45,0,58,46,59,46,52.0,261
1,18,1,1,1,1,1,45,120,0,56,65,48,47,53.0,270
0,31,2,1,0,0,2,45,15,0,52,52,49,43,36.0,240
0,11,1,0,1,0,1,15,45,1,44,59,58,49,60.0,265
0,7,1,0,1,0,1,15,45,0,51,45,41,36,53.0,220
1,14,2,0,1,0,1,15,120,0,56,52,48,47,55.0,255
0,15,3,1,1,1,1,15,180,0,55,63,58,63,65.0,301
1,31,1,0,1,1,2,15,15,0,51,54,58,51,56.0,268
0,2,3,1,1,1,1,15,120,0,63,50,50,47,54.0,263
0,20,1,1,1,1,1,15,15,0,51,34,41,45,44.0,214
1,25,0,1,1,1,2,0,45,0,42,53,46,36,44.0,221
1,2,2,1,1,1,1,0,180,0,45,47,43,33,59.0,217
0,21,3,1,1,1,1,120,120,0,66,55,62,60,63.0,305
0,14,3,1,1,1,1,15,45,0,64,60,64,70,63.0,322
1,15,4,1,1,1,0,0,120,1,71,71,72,79,73.0,366
0,30,1,1,1,1,1,15,15,0,46,39,49,40,49.0,220
1,14,4,1,1,1,2,15,120,0,62,67,60,64,58.0,314
0,30,1,0,1,1,2,45,45,0,39,43,38,31,43.0,191
0,30,1,0,0,0,2,90,15,0,46,34,41,45,42.0,208
1,4,2,1,1,0,2,45,120,0,48,60,58,34,67.0,257
0,31,2,0,0,0,1,15,0,0,59,60,58,49,49.0,280
0,27,4,1,1,1,2,120,120,0,71,70,64,68,71.0,342
0,31,1,0,1,0,1,15,45,1,63,56,53,49,33.0,268
0,13,1,0,1,1,0,90,15,0,52,54,52,47,58.0,259
0,8,1,1,1,1,2,45,120,0,44,44,40,48,45.0,220
0,2,3,0,1,0,1,45,15,0,27,27,42,29,32.0,157
0,28,2,1,1,1,2,90,180,0,70,71,72,81,85.0,372
0,25,2,0,1,1,1,90,45,0,59,50,52,50,50.0,263
1,23,1,0,1,0,1,15,15,0,53,45,48,46,56.0,243
1,15,1,0,1,1,1,15,45,0,49,34,35,41,49.0,202
0,22,1,1,1,1,1,0,45,1,58,60,49,31,56.0,250
1,2,2,1,1,0,1,0,15,0,50,34,36,42,45.0,204
0,31,1,1,1,0,0,15,45,0,45,48,48,49,50.0,238
1,22,1,0,1,0,2,15,45,0,46,55,44,45,34.0,232
0,15,4,1,1,1,1,90,180,0,59,60,56,54,57.0,286
0,26,3,1,1,1,1,0,15,1,49,48,50,44,44.0,237
0,31,3,0,1,0,1,15,15,0,32,20,33,32,32.0,147
1,15,2,1,1,1,1,45,180,0,59,60,55,53,53.0,282
1,31,2,1,1,1,1,15,45,0,42,38,47,49,61.0,227
0,2,2,1,1,1,2,90,120,0,61,45,56,56,62.0,275
0,14,2,1,1,1,1,45,45,0,44,46,31,37,42.0,198
0,15,3,1,1,1,1,45,180,0,62,75,68,66,68.0,339
0,2,1,1,0,0,1,0,180,0,53,37,29,35,45.0,195
0,28,1,0,1,0,2,15,180,0,53,59,47,46,58.0,259
0,15,1,1,1,1,2,45,120,0,57,60,46,55,44.0,268
0,26,3,1,0,1,1,0,15,0,46,32,41,36,42.0,195
0,28,1,1,1,1,1,15,180,0,58,59,58,51,51.0,280
0,5,1,0,1,0,1,90,120,0,58,40,50,55,60.0,257
0,20,3,1,1,1,1,45,120,0,55,53,45,53,53.0,258
1,15,2,1,1,1,1,45,120,0,58,61,59,54,63.0,292
0,2,2,1,1,1,1,0,45,0,42,38,31,29,46.0,179
1,15,3,1,1,1,1,15,120,0,71,69,64,68,69.0,340
0,2,2,1,1,1,2,15,180,0,42,44,47,32,45.0,208
1,10,0,0,0,0,1,45,120,1,59,59,47,43,51.0,260
0,28,5,1,1,1,2,90,45,0,54,49,51,48,62.0,257
0,2,5,1,1,1,1,0,120,0,70,81,67,79,88.0,377
0,18,2,0,1,0,0,45,180,0,70,49,63,67,64.0,312
1,31,1,1,1,1,2,0,120,0,48,43,43,46,44.0,225
0,14,2,0,0,1,1,45,15,0,52,47,54,52,48.0,255
1,11,1,0,0,1,2,45,45,0,58,54,38,53,57.0,256
0,27,1,0,0,1,0,90,120,0,58,48,48,40,66.0,249
0,21,1,0,0,0,1,15,15,1,34,40,42,43,39.0,198
0,28,2,1,1,1,0,45,45,0,55,54,47,65,59.0,278
0,2,2,0,1,0,1,0,120,0,49,48,42,41,49.0,227
1,20,2,1,1,1,0,15,120,0,52,52,57,57,57.0,273
1,12,1,0,1,0,2,90,15,0,52,35,42,46,47.0,220
1,31,2,0,1,0,1,45,15,1,53,45,47,48,59.0,245
0,14,2,1,1,0,1,15,120,0,55,62,51,59,61.0,285
1,21,4,1,1,1,2,15,45,0,44,23,35,33,45.0,173
0,14,1,0,0,0,1,0,120,0,39,45,45,36,52.0,210
1,12,1,0,0,1,1,45,15,0,38,46,38,30,44.0,192
0,21,1,0,1,1,1,15,120,0,42,40,42,45,38.0,210
0,31,1,1,1,1,0,15,120,0,59,60,61,58,57.0,297
0,22,3,0,1,0,1,15,0,0,52,48,49,44,63.0,247
1,14,1,0,0,0,1,15,45,0,55,53,48,53,53.0,262
1,28,1,1,1,1,1,45,15,0,51,55,47,43,46.0,244
1,22,1,0,1,1,0,15,120,0,60,66,59,68,61.0,315
1,2,3,0,1,0,0,15,15,0,46,42,43,39,49.0,215
1,29,2,0,1,0,0,15,120,0,66,100,71,69,69.0,380
1,2,3,1,1,1,0,90,180,0,63,74,70,69,67.0,344
0,31,1,1,1,1,0,15,45,0,59,47,48,47,38.0,247
0,15,2,1,1,1,1,45,120,0,68,78,65,70,74.0,353
0,2,2,1,0,0,0,0,45,0,42,40,38,31,47.0,192
0,15,2,1,1,1,2,45,120,0,54,49,55,57,35.0,262
0,14,3,1,1,1,1,45,120,0,69,65,61,74,73.0,338
1,29,1,0,1,1,1,45,120,0,47,51,48,32,50.0,225
0,2,2,0,1,0,1,15,15,1,55,58,45,38,40.0,242
1,28,2,0,0,1,1,15,0,0,56,64,52,61,60.0,292
1,2,3,1,1,1,1,15,120,0,64,83,66,57,67.0,337
1,2,1,0,1,1,1,45,120,0,43,33,34,44,39.0,193
0,31,2,1,1,0,1,15,180,0,55,53,49,53,48.0,261
1,20,1,0,0,0,1,0,15,1,36,37,32,31,36.0,171
0,31,2,0,1,0,1,45,0,0,59,49,61,63,62.0,292
1,2,2,1,1,1,1,0,45,0,58,50,53,63,57.0,280
0,13,2,0,1,0,0,15,15,0,45,31,34,40,36.0,187
1,26,5,1,1,1,2,0,180,0,54,55,54,50,55.0,267
0,30,2,0,0,0,1,15,15,0,46,48,50,37,48.0,227
0,30,1,1,1,0,2,15,120,0,53,42,38,45,42.0,222
1,15,2,1,0,1,0,15,45,0,64,70,70,67,58.0,335
0,10,1,0,0,0,1,90,15,0,56,46,42,41,32.0,226
0,7,2,0,1,1,1,45,180,0,39,38,34,44,37.0,193
0,20,2,0,0,0,1,15,45,0,51,49,50,44,30.0,235
0,14,2,1,1,1,0,45,180,0,48,49,44,42,56.0,233
1,19,3,1,1,1,1,45,180,0,55,51,55,50,42.0,260
0,15,2,1,1,1,1,15,0,0,49,36,39,52,49.0,222
0,28,2,0,0,1,1,120,120,0,69,63,61,64,75.0,325
1,31,1,1,1,1,1,0,120,0,64,59,63,52,64.0,299
1,12,0,0,1,0,0,45,15,0,43,44,42,31,31.0,197
0,4,1,0,0,0,2,0,180,0,41,29,36,44,45.0,190
0,31,3,1,0,1,1,0,45,0,46,42,49,48,53.0,234
0,14,1,0,1,0,2,45,120,0,46,46,40,46,40.0,221
1,10,1,0,1,0,1,15,45,0,54,44,55,59,49.0,263
0,31,2,1,1,1,1,45,15,0,50,56,55,64,54.0,280
1,15,1,1,1,0,1,45,180,0,63,65,70,66,63.0,329
1,24,3,1,1,1,1,45,120,0,61,49,56,57,66.0,283
1,21,1,1,1,1,2,0,120,1,47,63,51,45,31.0,250
1,28,1,1,1,1,2,0,120,0,50,52,47,31,48.0,226
1,31,2,1,1,1,2,45,180,1,72,64,61,66,80.0,334
0,15,3,1,1,1,2,45,120,0,68,58,58,62,61.0,307
1,15,2,1,1,0,0,0,180,0,71,80,73,71,78.0,370
0,2,3,0,1,0,1,15,120,1,33,39,40,31,37.0,179
0,14,2,1,1,1,1,45,180,0,64,48,55,67,63.0,294
1,31,1,1,0,1,1,15,180,0,42,37,49,35,46.0,206
1,13,1,0,1,0,1,45,45,0,56,43,41,57,45.0,245
1,21,3,0,1,1,1,90,120,0,53,52,44,44,39.0,238
0,22,3,0,1,0,1,15,120,1,43,42,43,32,47.0,203
1,17,0,0,1,0,0,15,120,1,49,28,39,29,34.0,180
0,14,2,1,1,1,0,45,120,0,60,66,59,59,73.0,310
0,6,1,0,0,1,2,120,15,0,54,56,61,55,57.0,283
0,15,2,0,0,1,2,15,45,0,57,48,48,52,37.0,251
0,2,1,1,1,1,1,15,120,1,48,49,39,46,35.0,223
0,2,1,0,1,0,1,15,0,0,42,31,37,37,38.0,184
1,15,3,0,0,0,0,45,15,0,66,77,67,65,69.0,344
0,6,2,0,1,0,1,15,15,0,45,42,48,34,47.0,213
0,5,4,0,1,0,1,45,15,1,40,58,44,48,49.0,238
1,18,1,0,1,0,1,120,180,1,42,42,40,34,37.0,197
1,5,1,0,1,0,2,15,45,1,31,45,42,28,48.0,187
0,23,4,1,1,1,1,15,180,0,67,39,35,59,76.0,260
0,15,2,1,1,1,1,45,45,0,52,50,48,42,63.0,246
1,15,3,1,1,1,2,15,45,0,52,58,56,39,47.0,255
1,15,1,1,1,1,2,0,15,0,70,65,67,65,62.0,332
1,2,1,1,0,1,1,15,180,1,65,55,52,58,47.0,283
0,14,2,1,1,1,1,45,15,0,61,53,49,59,75.0,285
0,15,4,1,1,1,2,15,180,0,55,53,54,53,60.0,271
0,20,1,0,0,0,1,45,120,0,50,47,53,62,44.0,262
0,6,1,0,0,0,1,15,15,0,57,47,51,42,59.0,250
0,15,3,1,1,1,1,45,180,0,61,72,70,62,81.0,337
0,15,1,1,1,1,2,15,180,0,28,17,36,31,32.0,142
1,23,1,1,1,1,1,0,45,1,60,54,49,39,45.0,250
1,14,2,1,1,1,1,0,15,0,60,61,65,65,57.0,312
0,15,2,1,1,1,1,45,45,0,47,44,45,44,40.0,223
1,15,2,1,0,0,1,15,45,0,58,55,56,50,39.0,268
1,22,3,1,1,0,1,15,180,0,39,31,39,44,42.0,193
0,2,2,0,0,0,1,90,0,1,38,33,42,35,50.0,190
0,10,0,0,0,0,2,90,0,1,44,33,39,35,41.0,190
0,15,3,1,1,0,1,15,120,0,45,57,39,38,43.0,223
0,25,3,1,0,1,1,15,180,0,58,61,50,67,61.0,296
1,26,1,0,1,0,2,90,45,1,49,54,48,42,45.0,240
0,25,3,1,0,0,1,45,45,0,50,53,48,45,57.0,248
1,23,1,1,1,1,1,15,45,0,50,56,48,37,47.0,238
0,10,3,0,1,1,2,90,45,1,44,45,50,48,41.0,232
0,28,1,1,1,0,2,0,45,0,37,37,39,36,36.0,186
1,15,2,1,0,1,0,45,45,0,50,55,59,52,61.0,273
1,28,1,0,1,0,0,15,15,1,51,55,53,50,48.0,260
0,2,1,0,1,0,1,0,45,0,52,57,49,53,44.0,260
0,21,0,0,0,1,0,15,120,0,47,38,39,27,51.0,194
0,31,1,0,0,0,1,15,15,0,59,36,56,42,57.0,245
0,2,3,1,1,1,2,45,120,0,64,55,55,51,56.0,281
0,4,3,1,0,1,1,45,45,0,63,37,55,66,61.0,278
0,2,2,1,1,1,1,90,120,0,69,70,66,59,57.0,327
0,15,2,1,1,1,1,15,45,0,65,69,65,69,85.0,342
1,26,2,0,1,1,1,45,45,0,61,68,69,69,65.0,333
0,20,1,0,0,0,1,45,180,0,49,35,32,36,44.0,192
1,11,2,0,1,0,0,15,45,0,48,38,41,28,44.0,196
0,28,1,0,1,0,1,15,180,1,44,49,42,40,43.0,218
1,14,2,1,1,0,1,15,45,0,58,64,54,56,48.0,286
1,15,1,0,0,0,1,15,45,0,56,46,50,63,42.0,264
0,2,2,0,1,0,1,45,15,0,32,35,35,26,32.0,160
1,2,3,1,1,1,1,45,180,0,73,83,74,76,80.0,384
1,26,3,0,1,1,2,45,15,0,63,60,60,60,47.0,298
0,15,2,1,0,1,2,15,120,0,45,35,41,47,50.0,213
